sent_id,token_id,form,upos,head,deprel,sent_len,is_root
train-s4732,5,zusammen,ADV,7,advmod,35,False
train-s5058,14,der,DET,16,det,17,False
train-s11843,13,Component,PROPN,0,root,27,True
train-s13377,5,Rolle,NOUN,2,obj,17,False
train-s10252,17,meisten,DET,18,det,26,False
train-s3027,12,das,PRON,14,nsubj,56,False
train-s3282,6,des,DET,8,det,33,False
train-s9845,4,Ebenen,NOUN,11,nmod,12,False
train-s2252,5,von,ADP,8,case,11,False
train-s7853,11,Esquire,PROPN,10,appos,23,False
train-s7799,11,wie,SCONJ,17,mark,19,False
train-s13889,24,von,ADP,26,case,64,False
train-s11268,24,Bass,NOUN,21,appos,38,False
train-s13407,4,Island,PROPN,1,flat,13,False
train-s5824,17,kaum,ADV,18,advmod,19,False
train-s11636,46,Gitarre,NOUN,47,obj,48,False
train-s10869,1,Unmittelbar,ADJ,2,advmod,19,False
train-s2614,9,Arten,NOUN,3,obl,10,False
train-s12681,8,Hütte,NOUN,5,nmod,39,False
train-s6294,5,wuchs,VERB,0,root,13,True
train-s9489,10,Archiv,PROPN,9,flat,12,False
train-s11994,5,Round,PROPN,3,appos,10,False
train-s12333,53,der,DET,55,det,68,False
train-s3918,4,F,PROPN,3,appos,21,False
train-s9328,11,Personengruppen,NOUN,9,nmod,13,False
train-s3281,23,ausgestorbene,ADJ,24,amod,34,False
train-s7282,12,Deutschland,PROPN,10,nmod,25,False
train-s11042,16,dem,DET,17,det,25,False
train-s12715,25,Mann,NOUN,23,flat,39,False
train-s12296,21,erkennen,VERB,14,conj,22,False
train-s6198,6,32,NUM,4,conj,77,False
train-s6225,16,Paris,PROPN,14,flat,25,False
train-s5494,18,Schöpferin,NOUN,15,nmod,28,False
train-s9834,11,1931,NUM,10,nmod,22,False
train-s2746,6,und,CCONJ,7,cc,10,False
train-s236,3,die,DET,4,det,13,False
train-s12265,8,Motiv,NOUN,3,obl,11,False
train-s11187,16,LVRs,PROPN,14,nmod,20,False
train-s2103,15,Genf,PROPN,10,obl,37,False
train-s2272,8,Partei,PROPN,10,obl:arg,34,False
train-s6209,6,noch,ADV,9,advmod,10,False
train-s13761,18,Westsahara,PROPN,16,nmod,19,False
train-s12689,9,ISO,PROPN,7,nmod,18,False
train-s5345,8,Huerta,PROPN,6,nmod,40,False
train-s12358,23,und,CCONJ,25,cc,27,False
train-s11644,12,Oper,NOUN,5,xcomp,19,False
train-s7692,10,dem,DET,11,det,16,False
train-s13271,21,Kaiser,PROPN,19,nmod,30,False
train-s12059,3,Jahr,NOUN,5,obl,24,False
train-s4306,21,Juni,PROPN,27,nmod,32,False
train-s2604,1,Da,SCONJ,8,mark,22,False
train-s4328,1,Als,ADP,3,case,15,False
train-s13744,18,490,NUM,19,nummod,27,False
train-s13498,10,hatte,VERB,0,root,15,True
train-s9879,29,christlichen,ADJ,30,amod,39,False
train-s6516,7,Arghun,PROPN,8,nsubj,20,False
train-s12894,8,erste,ADJ,9,amod,49,False
train-s12014,8,dem,DET,9,det,15,False
train-s12894,2,mit,ADP,4,case,49,False
train-s3699,8,Flussgottheiten,NOUN,3,nmod,24,False
train-s3995,9,den,DET,10,det,16,False
train-s8649,8,Geige,NOUN,7,obj,9,False
train-s9693,5,er,PRON,4,nsubj,16,False
train-s1934,7,in,ADP,10,case,21,False
train-s4443,4,einigen,DET,5,det,15,False
train-s11478,8,Neuzeit,NOUN,4,obl,14,False
train-s3453,15,1918-1940,NUM,13,appos,18,False
train-s1565,5,der,DET,6,det,15,False
train-s4219,10,lernte,VERB,6,conj,16,False
train-s5852,4,eine,DET,5,det,15,False
train-s9180,6,2006,NUM,5,nmod,28,False
train-s11372,12,und,CCONJ,13,cc,35,False
train-s13299,6,Wallburg,NOUN,0,root,27,True
train-s2839,11,aus,ADP,12,case,16,False
train-s13304,9,Kalkalpen,PROPN,4,obl,30,False
train-s3049,4,Personen,NOUN,2,nsubj,18,False
train-s10706,17,ein,DET,19,det,23,False
train-s195,9,Wohnung,NOUN,10,obl,12,False
train-s11587,4,der,DET,7,det,15,False
train-s3166,24,und,CCONJ,25,cc,34,False
train-s1978,5,mehr,DET,3,obj,10,False
train-s13023,20,etwa,ADV,21,advmod,27,False
train-s6008,14,das,DET,15,det,17,False
train-s12938,11,wurde,AUX,13,aux:pass,16,False
train-s5275,2,sind,AUX,1,cop,47,False
train-s10729,9,und,CCONJ,10,cc,12,False
train-s2233,8,jeweils,CCONJ,11,cc,31,False
train-s13002,5,sich,PRON,10,obj,24,False
train-s3778,20,des,DET,30,det,33,False
train-s11820,4,der,DET,5,det,43,False
train-s2389,26,hat,AUX,29,aux,31,False
train-s758,5,mehreren,DET,6,det,7,False
train-s9872,3,Gestaltung,NOUN,4,obl,26,False
train-s11261,6,Deutschland,PROPN,9,obl,30,False
train-s12089,16,Osterwieck,PROPN,14,nmod,18,False
train-s11680,5,zwei,NUM,6,nummod,16,False
train-s10523,7,Techniken,NOUN,5,nmod,47,False
train-s3892,1,Ab,ADP,2,case,23,False
train-s2369,6,Handel,NOUN,4,obj,18,False
train-s8642,7,alten,ADJ,8,amod,31,False
train-s11491,6,Schriftenreihe,NOUN,2,obj,19,False
train-s9204,9,Gültigkeit,NOUN,3,obj,10,False
train-s10004,21,Distrikt,NOUN,14,nmod,23,False
train-s12532,7,Wellenleisten,NOUN,0,root,18,True
train-s1768,16,dem,DET,17,det,29,False
train-s5291,4,ging,VERB,0,root,22,True
train-s7365,17,die,DET,18,det,22,False
train-s2972,1,Lee,PROPN,16,nsubj:pass,17,False
train-s12289,8,versehen,VERB,3,acl,26,False
train-s1519,12,nicht,PART,13,advmod,21,False
train-s4009,46,Schmidt,PROPN,45,flat,64,False
train-s6038,2,Schienenfahrzeuge,NOUN,8,nmod,18,False
train-s12149,17,in,ADP,18,case,21,False
train-s5087,6,heiratswilligen,ADJ,7,amod,31,False
train-s12490,24,und,CCONJ,25,cc,27,False
train-s9189,14,mit,ADP,16,case,24,False
train-s12135,2,Boden,NOUN,3,nsubj,9,False
train-s813,4,bleibt,VERB,2,ccomp,14,False
train-s347,2,bin,AUX,5,aux,8,False
train-s4062,3,Gedenktag,NOUN,4,nsubj,7,False
train-s3958,12,Bildender,PROPN,13,amod,20,False
train-s1351,2,dem,DET,3,det,8,False
train-s9468,40,Tierzucht,NOUN,36,conj,63,False
train-s3925,3,Einschränkung,NOUN,22,obl,23,False
train-s2854,4,vor,ADP,5,case,10,False
train-s12782,18,die,DET,20,det,23,False
train-s8877,25,mm,NOUN,22,appos,27,False
train-s11386,17,Information,NOUN,14,nmod,21,False
train-s1639,7,einem,DET,10,det,17,False
train-s1612,11,hinter,ADP,13,case,15,False
train-s11763,13,duften,VERB,11,conj,18,False
train-s11837,7,wurde,AUX,23,aux:pass,38,False
train-s2408,17,1905,NUM,14,nmod,21,False
train-s328,7,meinen,DET,8,det:poss,15,False
train-s875,11,einem,DET,13,obl:arg,23,False
train-s9853,20,Magister,PROPN,19,appos,22,False
train-s10934,1,Als,ADP,2,case,16,False
train-s7717,48,Speicherung,NOUN,46,flat,50,False
train-s2081,6,vier,NUM,7,nummod,11,False
train-s11494,11,unterhalb,ADP,13,case,14,False
train-s9182,1,In,ADP,5,case,12,False
train-s12521,14,mehrere,DET,15,det,22,False
train-s3497,4,als,ADP,5,case,14,False
train-s6077,21,ein,DET,24,det,28,False
train-s13720,17,Nachbarn,NOUN,0,root,18,True
train-s3599,1,Die,DET,2,det,12,False
train-s10606,12,so,ADV,13,advmod,21,False
train-s8208,1,An,ADP,3,case,14,False
train-s7794,16,Stadt,NOUN,14,nmod,17,False
train-s2530,1,Nach,ADP,3,case,17,False
train-s7251,2,Sektion,NOUN,0,root,8,True
train-s4072,10,unter,ADP,11,case,15,False
train-s2807,10,er,PRON,24,nsubj:pass,33,False
train-s4898,2,blockiert,VERB,0,root,21,True
train-s6404,16,von,ADP,18,case,35,False
train-s4789,2,wie,ADV,12,advmod,33,False
train-s7773,14,Tack,PROPN,11,appos,40,False
train-s2228,9,Lampen,NOUN,6,nmod,12,False
train-s13524,38,Schweiz,PROPN,35,nmod,39,False
train-s13038,9,auf,ADP,11,case,13,False
train-s10690,22,in,ADP,24,case,30,False
train-s2898,1,Die,DET,2,det,15,False
train-s9696,4,2008,NUM,5,obl,17,False
train-s12508,3,war,VERB,0,root,23,True
train-s12281,17,wurde,AUX,22,aux:pass,29,False
train-s1164,2,und,CCONJ,4,cc,9,False
train-s8979,7,Auszeichnungen,NOUN,3,nmod,18,False
train-s4477,1,Es,PRON,2,expl,23,False
train-s14095,21,richten,VERB,9,acl,23,False
train-s13268,4,meist,ADV,5,advmod,18,False
train-s803,9,keinster,DET,10,det,13,False
train-s13163,22,einem,DET,23,det,29,False
train-s3238,17,Staat,PROPN,13,nmod,19,False
train-s2598,19,zu,ADP,20,case,36,False
train-s13608,14,also,ADV,16,advmod,17,False
train-s13130,24,oft,ADV,25,advmod,44,False
train-s4366,7,Zentrum,NOUN,0,root,31,True
train-s2951,12,den,DET,13,det,34,False
train-s7560,5,weichen,ADJ,6,amod,16,False
train-s3604,6,mehreren,DET,8,det,25,False
train-s10378,10,Westen,NOUN,8,nmod,30,False
train-s1603,25,Stadt,NOUN,33,nsubj,36,False
train-s13672,14,dem,DET,15,det,37,False
train-s13874,4,Wasserschleben,NOUN,2,nmod,24,False
train-s8276,17,Reserve,NOUN,19,obl,20,False
train-s7003,5,bezeugte,ADJ,6,amod,41,False
train-s11395,42,Situationen,NOUN,40,conj,51,False
train-s8013,6,auch,ADV,10,advmod,17,False
train-s7341,7,Gegensatz,NOUN,25,nmod,32,False
train-s12473,16,Mark,PROPN,14,flat,24,False
train-s11505,1,Die,DET,2,det,20,False
train-s3739,2,Bahnanbindung,NOUN,3,nsubj,6,False
train-s7854,20,in,ADP,23,case,39,False
train-s12902,49,Niederländer,NOUN,44,conj,63,False
train-s1500,3,in,ADP,7,case,15,False
train-s10963,2,Ravigneaux,PROPN,9,nsubj,17,False
train-s11676,51,der,DET,53,det,55,False
train-s5243,36,Jahren,NOUN,37,obl,39,False
train-s13698,39,der,DET,41,det,50,False
train-s8766,26,Literatur,NOUN,22,nmod,27,False
train-s12770,8,dem,DET,9,det,23,False
train-s1045,9,den,DET,10,det,11,False
train-s1029,6,25,NUM,7,nummod,17,False
train-s7879,15,geläufig,ADJ,0,root,28,True
train-s9679,20,die,DET,21,det,34,False
train-s13156,24,das,DET,25,det,30,False
train-s6355,15,in,ADP,17,case,18,False
train-s2930,26,der,DET,28,det,39,False
train-s4709,10,den,DET,11,det,16,False
train-s10336,24,Tagfahrlicht,NOUN,22,flat,57,False
train-s4,9,verschiedenster,ADJ,11,amod,29,False
train-s11706,11,mit,ADP,12,case,20,False
train-s8738,30,77,NUM,28,conj,47,False
train-s2427,6,Port,PROPN,3,nmod,35,False
train-s13271,28,mit,ADP,29,case,30,False
train-s3171,10,erwartendem,ADJ,12,amod,22,False
train-s5722,8,Ethik,NOUN,6,conj,33,False
train-s3011,23,zuvor,ADV,22,advmod,29,False
train-s1379,8,und,CCONJ,15,cc,16,False
train-s7435,39,Minor,PROPN,40,amod,45,False
train-s2633,7,Hallesche,PROPN,3,conj,21,False
train-s1771,10,Chefin,NOUN,17,obj,18,False
train-s10487,3,seit,ADP,4,case,16,False
train-s13177,19,Deutschland,PROPN,28,obl,44,False
train-s4109,18,befassten,VERB,11,acl,19,False
train-s9442,19,als,ADP,22,xcomp,23,False
train-s3578,13,über,ADP,15,case,23,False
train-s1265,9,aus,ADP,11,case,15,False
train-s2026,14,nach,ADP,16,case,19,False
train-s9797,18,Kei,PROPN,17,flat,27,False
train-s7897,24,eigentlichen,ADJ,25,amod,44,False
train-s10357,4,klauenartig,ADJ,0,root,5,True
train-s2511,44,versammelten,ADJ,46,amod,49,False
train-s6711,9,Leonberg,PROPN,8,appos,16,False
train-s13732,16,Anordnung,NOUN,19,obl,21,False
train-s8854,17,an,ADP,19,case,33,False
train-s7665,2,ein,DET,4,det,63,False
train-s5969,6,der,DET,8,det,29,False
train-s1349,13,man,PRON,16,nsubj,17,False
train-s10646,13,damaligen,ADJ,14,amod,15,False
train-s3968,26,außen,ADV,27,advmod,30,False
train-s8130,24,er,PRON,32,nsubj,33,False
train-s9229,10,Organisatzije,PROPN,8,flat,43,False
train-s3259,7,den,DET,8,det,26,False
train-s8947,12,Swordfishtrombones,PROPN,11,appos,13,False
train-s2852,59,Kilyos,PROPN,3,obl,77,False
train-s3172,1,Sie,PRON,2,nsubj,20,False
train-s5881,2,Fußbekleidung,NOUN,6,obl,24,False
train-s4594,8,hiess,VERB,0,root,12,True
train-s12757,1,Die,DET,2,det,24,False
train-s3137,18,1500,NUM,19,nummod,23,False
train-s2429,21,Hofchirurg,NOUN,25,obl,37,False
train-s1363,4,mehr,ADV,2,advmod,5,False
train-s8711,3,zu,ADP,6,case,27,False
train-s7593,1,Strebte,VERB,0,root,8,True
train-s1045,6,der,DET,7,det,11,False
train-s7713,19,Utah,PROPN,17,nmod,35,False
train-s14002,14,in,ADP,15,case,16,False
train-s3559,12,in,ADP,14,case,18,False
train-s7400,10,scheitern,VERB,0,root,22,True
train-s10845,3,ernähren,VERB,0,root,34,True
train-s13587,3,wurde,AUX,30,aux:pass,31,False
train-s7743,18,die,DET,19,det,37,False
train-s13568,10,den,DET,11,det,24,False
train-s722,9,bei,ADP,11,case,13,False
train-s13052,1,Zu,ADP,3,case,72,False
train-s11734,14,vier,NUM,15,nummod,17,False
train-s11473,26,von,ADP,28,case,36,False
train-s7389,33,1972,NUM,32,nmod,57,False
train-s7167,27,Mars,PROPN,26,appos,58,False
train-s12675,21,wurde,AUX,20,aux:pass,22,False
train-s5544,21,Glauben,NOUN,17,obj,33,False
train-s8934,4,jedoch,ADV,3,advmod,20,False
train-s2441,4,den,DET,5,det,20,False
train-s11313,12,werden,AUX,11,aux:pass,13,False
train-s10881,2,einem,DET,3,det,19,False
train-s5722,21,des,DET,23,det,33,False
train-s1918,5,Verwaltung,NOUN,2,nmod,27,False
train-s3208,1,Später,ADJ,2,advmod,11,False
train-s11566,16,die,DET,17,det,23,False
train-s7665,32,Brücke,NOUN,30,flat,63,False
train-s9930,13,dem,DET,15,det,22,False
train-s3739,4,es,PRON,3,expl,6,False
train-s10309,8,Hitparaden,NOUN,10,nmod,17,False
train-s3407,5,er,PRON,4,nsubj,13,False
train-s8,11,einen,DET,12,det,24,False
train-s2996,21,der,DET,22,det,24,False
train-s4122,22,orquestas,PROPN,24,obl:agent,26,False
train-s11974,6,Haft,NOUN,2,obl,13,False
train-s10651,9,die,DET,11,det,14,False
train-s7889,1,Neben,ADP,3,case,13,False
train-s3253,24,angebracht,VERB,2,advcl,26,False
train-s9972,22,und,CCONJ,32,cc,34,False
train-s8289,7,genommen,VERB,0,root,26,True
train-s6217,1,Den,DET,3,det,7,False
train-s4203,2,Gemeinden,NOUN,3,nsubj,41,False
train-s5556,3,sein,DET,4,det:poss,12,False
train-s7867,18,Pokal,NOUN,15,appos,24,False
train-s1750,6,einen,DET,9,det,23,False
train-s10947,5,teils,ADV,6,advmod,33,False
train-s9015,19,schon,ADV,20,advmod,24,False
train-s12757,17,nur,ADV,18,advmod,24,False
train-s11703,10,Eliška,PROPN,6,appos,15,False
train-s11694,4,der,DET,5,det,17,False
train-s6197,2,hat,AUX,9,aux,10,False
train-s13500,7,Gauleiter,NOUN,8,compound,15,False
train-s8316,5,steht,VERB,0,root,12,True
train-s4437,7,Kalksteinkapitelle,NOUN,21,nsubj,22,False
train-s404,7,zu,PART,8,mark,9,False
train-s4125,1,Dieses,DET,2,det,48,False
train-s2971,5,Klingeltransformatoren,NOUN,4,nsubj,16,False
train-s110,9,ich,PRON,12,nsubj,29,False
train-s11569,7,Synonym,NOUN,8,nsubj,9,False
train-s8640,2,einem,DET,3,det,22,False
train-s5929,12,Verfahren,NOUN,19,obl,28,False
train-s12620,27,rechts,ADV,28,advmod,29,False
train-s1940,19,Bonn,PROPN,10,obl,20,False
train-s10939,5,er,PRON,4,nsubj,12,False
train-s10029,5,nicht,PART,10,advmod,28,False
train-s4024,7,die,DET,9,det,16,False
train-s9794,16,allem,DET,14,obl,22,False
train-s9843,27,Einzelspringen,NOUN,31,nmod,32,False
train-s6040,11,schwierig,ADJ,6,xcomp,12,False
train-s12558,7,Botschaftskanzleien,NOUN,2,xcomp,20,False
train-s4852,26,1,PROPN,23,appos,35,False
train-s6969,15,besonders,ADV,16,advmod,18,False
train-s12894,27,der,DET,28,det,49,False
train-s3285,6,der,DET,7,det,22,False
train-s9079,6,oberhalb,ADP,8,case,18,False
train-s1866,12,mehr,ADV,7,advmod,13,False
train-s9537,38,dem,DET,39,det,49,False
train-s5911,6,Hassee,PROPN,29,nsubj:pass,30,False
train-s9999,4,Phillip,PROPN,2,nmod,15,False
train-s13568,2,dem,DET,3,det,24,False
train-s11864,13,und,CCONJ,14,cc,18,False
train-s131,7,genommen,VERB,0,root,13,True
train-s9204,7,heute,ADV,3,advmod,10,False
train-s7359,13,nach,ADP,27,advmod,28,False
train-s3144,9,Führungskräftefortbildung,NOUN,7,nmod,20,False
train-s9692,10,von,ADP,11,case,39,False
train-s3387,40,die,DET,41,det,47,False
train-s12058,11,wieder,ADV,9,advmod,17,False
train-s7928,24,als,ADP,25,case,31,False
train-s3031,6,Stadt,NOUN,4,nmod,21,False
train-s3886,7,dem,DET,8,det,15,False
train-s3245,10,gab,VERB,5,parataxis,22,False
train-s12865,28,2000,PROPN,27,appos,30,False
train-s2243,13,insbesondere,ADV,10,advmod,28,False
train-s4823,35,Fußballexperten,NOUN,33,flat,38,False
train-s2522,18,Betrüger,NOUN,16,conj,20,False
train-s4364,1,Valmagne,NOUN,5,nsubj:pass,15,False
train-s628,4,für,ADP,5,case,8,False
train-s14038,12,zumindest,ADV,14,advmod,35,False
train-s7902,15,möglichen,ADJ,16,amod,50,False
train-s14037,2,letzte,ADJ,5,amod,24,False
train-s2954,5,Loge,NOUN,29,dep,40,False
train-s12756,7,sehr,ADV,8,advmod,34,False
train-s14006,3,Exemplare,NOUN,17,nsubj:pass,18,False
train-s10306,4,nicht,PART,5,advmod,20,False
train-s11114,28,der,DET,29,det,47,False
train-s13290,1,Als,ADP,2,case,14,False
train-s10471,15,Beiprodukt,NOUN,13,nmod,16,False
train-s10137,2,spielte,VERB,0,root,22,True
train-s1919,19,angestiegen,VERB,0,root,20,True
train-s13389,10,Lößplateau,NOUN,5,obl,16,False
train-s11371,2,neu,ADJ,3,advmod,18,False
train-s6464,23,Bürger,NOUN,29,obl,47,False
train-s9723,4,anerkannten,ADJ,5,amod,16,False
train-s14050,9,Fördern,NOUN,5,conj,11,False
train-s9698,21,Rheinland,PROPN,17,nmod,27,False
train-s11342,1,Der,DET,2,det,27,False
train-s18,26,einladend,ADJ,27,xcomp,28,False
train-s11543,34,Anzweifeln,NOUN,26,conj,38,False
train-s1188,4,Flyer,NOUN,12,obj,18,False
train-s3063,2,Farbwahl,NOUN,7,nsubj,8,False
train-s10732,20,ohne,ADP,21,case,24,False
train-s1397,9,Fußpflege,NOUN,5,nmod,12,False
train-s3167,1,An,ADP,3,case,18,False
train-s13049,2,den,DET,5,det,81,False
train-s6906,6,bis,ADP,7,case,9,False
train-s2106,10,mit,ADP,13,case,15,False
train-s6839,2,Gebiet,NOUN,3,nsubj,16,False
train-s10431,14,Palastes,NOUN,11,nmod,47,False
train-s6263,3,in,ADP,5,case,12,False
train-s8803,21,hinaus,ADV,20,advmod,23,False
train-s9280,14,drei,NUM,15,nummod,28,False
train-s4491,29,keinen,DET,31,det,32,False
train-s1267,13,bei,ADP,14,case,18,False
train-s566,1,Der,DET,2,det,11,False
train-s9957,7,Fragen,NOUN,8,nsubj,30,False
train-s4703,8,meist,ADV,9,advmod,27,False
train-s14118,27,unterstützte,VERB,21,conj,28,False
train-s6386,11,Aussagen,NOUN,12,nsubj:pass,14,False
train-s7114,10,in,ADP,11,case,14,False
train-s9726,13,mit,ADP,15,case,20,False
train-s10027,7,das,DET,8,det,16,False
train-s2224,43,mit,ADP,46,case,52,False
train-s10336,9,auffälligen,ADJ,10,amod,57,False
train-s4520,1,Er,PRON,2,nsubj,18,False
train-s12025,12,Zentrale,NOUN,9,obl,20,False
train-s3746,18,er,PRON,27,nsubj,36,False
train-s8277,14,Pore,NOUN,12,conj,35,False
train-s5600,3,Corner,PROPN,2,flat,8,False
train-s2045,6,Armando,PROPN,1,appos,21,False
train-s6514,11,Köslin,PROPN,10,appos,16,False
train-s5824,2,versuchten,VERB,0,root,19,True
train-s6676,3,sich,PRON,6,obj,7,False
train-s1770,7,in,ADP,9,case,16,False
train-s9265,10,keinen,DET,12,det,25,False
train-s8372,3,dem,DET,4,det,11,False
train-s13006,2,inflationärer,ADJ,3,amod,16,False
train-s12915,10,Marktforschungsansätze,NOUN,8,obj,29,False
train-s7711,4,unter,ADP,5,case,7,False
train-s3268,2,Weiteren,NOUN,3,obl,21,False
train-s8137,36,Frankreich,PROPN,31,obl,38,False
train-s3448,14,Altmühltal,PROPN,11,conj,38,False
train-s12211,9,SAS,PROPN,6,nmod,35,False
train-s6558,11,ton,PROPN,8,flat,26,False
train-s1878,31,Günther,PROPN,30,nsubj,32,False
train-s13658,24,1978,NUM,22,obl,66,False
train-s11443,3,wird,AUX,19,aux:pass,20,False
train-s8460,12,zwei,NUM,14,nummod,37,False
train-s13760,3,piemontesisch,ADJ,4,amod,32,False
train-s3439,20,gegnerischen,ADJ,21,amod,25,False
train-s2443,9,abstürzten,VERB,11,advcl,26,False
train-s11653,36,und,CCONJ,37,cc,43,False
train-s3732,17,zu,PART,18,mark,20,False
train-s13519,36,Platz,NOUN,33,obj,41,False
train-s2760,7,Township,PROPN,3,obl,8,False
train-s12642,12,Zeichen,NOUN,10,conj,15,False
train-s13719,13,"1,1",NUM,16,nummod,18,False
train-s8458,5,mit,ADP,7,case,12,False
train-s8937,9,der,DET,10,det,38,False
train-s95,3,italienischen,ADJ,4,amod,20,False
train-s5585,9,unterstellt,VERB,0,root,10,True
train-s11381,11,und,CCONJ,12,cc,24,False
train-s4439,15,sonst,ADV,20,advmod,22,False
train-s12906,6,Rest,NOUN,2,obj,25,False
train-s7439,26,einzelnen,ADJ,30,amod,40,False
train-s8193,12,Material,NOUN,9,nmod,14,False
train-s12270,7,zweiten,ADJ,8,amod,11,False
train-s12198,4,soziale,ADJ,5,amod,19,False
train-s13486,4,in,ADP,6,case,23,False
train-s14012,30,ATP,PROPN,29,appos,35,False
train-s4910,19,vor,ADP,16,compound:prt,20,False
train-s9229,29,wesentlich,ADJ,42,advmod,43,False
train-s6965,13,und,CCONJ,15,cc,17,False
train-s6206,21,also,ADV,25,advmod,35,False
train-s13629,8,der,DET,10,det,21,False
train-s7252,26,Allrisk,PROPN,8,conj,28,False
train-s6483,15,dem,PRON,26,obl,28,False
train-s13842,4,jedoch,ADV,7,advmod,34,False
train-s11936,5,Ostermann,PROPN,3,obl,18,False
train-s9484,14,Partei,NOUN,10,obl,15,False
train-s4593,13,reichen,VERB,5,acl,19,False
train-s14008,13,Schwächen,NOUN,15,obj,26,False
train-s12260,6,Fußballs,PROPN,3,nmod,27,False
train-s13288,8,antimyolemmale,ADJ,13,amod,16,False
train-s8991,5,Graben,NOUN,15,nsubj,20,False
train-s13844,4,Polygonlaufes,NOUN,2,nmod,34,False
